id,TimeStamp,LandmarkID,AcX,AcY,AcZ,GyX,GyY,GyZ
195,2020-9-6-1-23-22-28426,3,-5560,-12484,7484,-4064,-239,-152
196,2020-9-6-1-23-22-28737,1,2500,5064,-5580,-3344,-15727,10228
197,2020-9-6-1-23-22-28742,2,-6396,-13748,-6696,-3456,-504,63
198,2020-9-6-1-23-22-28839,4,14168,1804,8700,-3760,-607,250
199,2020-9-6-1-23-23-28928,3,-6024,-12336,7600,-4048,-282,-231
200,2020-9-6-1-23-23-29237,1,1596,2488,10748,-3376,14169,-5646
201,2020-9-6-1-23-23-29244,2,-6452,-13556,-6512,-3440,-346,1
202,2020-9-6-1-23-23-29343,4,14076,2028,8756,-3744,87,-454
203,2020-9-6-1-23-23-29428,3,-5788,-12524,7580,-4048,-380,-89
204,2020-9-6-1-23-23-29741,1,6260,2228,-32768,-3360,3741,-1580
205,2020-9-6-1-23-23-29747,2,-6424,-13732,-6608,-3424,-404,132
206,2020-9-6-1-23-23-29843,4,14080,3544,8740,-3760,-479,304
207,2020-9-6-1-23-24-29931,3,-5520,-12396,7632,-4064,-273,-97
208,2020-9-6-1-23-24-30242,1,1476,5728,-32768,-3360,-7788,-1628
209,2020-9-6-1-23-24-30247,2,-6608,-13700,-6464,-3456,-460,81
210,2020-9-6-1-23-24-30344,4,14140,2932,8848,-3744,-957,384
211,2020-9-6-1-23-24-30433,3,-5560,-12348,7516,-4048,-258,-105
212,2020-9-6-1-23-24-30744,1,616,5404,-27156,-3376,-15521,-12489
213,2020-9-6-1-23-24-30750,2,-6636,-13628,-6696,-3440,-372,93
214,2020-9-6-1-23-24-30846,4,14204,2468,8820,-3728,-353,-11
215,2020-9-6-1-23-25-30936,3,-5720,-12268,7420,-4048,-330,-30
216,2020-9-6-1-23-25-31248,1,1632,9320,-23348,-3376,-18807,-3927
217,2020-9-6-1-23-25-31251,2,-6524,-13636,-6600,-3440,-479,-57
218,2020-9-6-1-23-25-31347,4,14328,2200,8604,-3744,-1334,100
219,2020-9-6-1-23-25-31438,3,-5576,-12424,7592,-4016,-235,-196
220,2020-9-6-1-23-25-31747,1,3172,6064,-11704,-3344,-18868,4445
221,2020-9-6-1-23-25-31754,2,-6296,-13828,-6540,-3440,-450,43
222,2020-9-6-1-23-25-31854,4,14224,2180,8676,-3760,-487,244
223,2020-9-6-1-23-26-31940,3,-5776,-12488,7568,-4048,-250,-299
224,2020-9-6-1-23-26-32253,1,1804,2804,-800,-3376,-2228,9868
225,2020-9-6-1-23-26-32256,2,-6088,-13864,-6592,-3440,-656,-60
226,2020-9-6-1-23-26-32353,4,14404,2452,8372,-3760,-250,-554
227,2020-9-6-1-23-26-32441,3,-6000,-12308,7444,-4048,-352,-195
228,2020-9-6-1-23-26-32751,1,2124,1776,14668,-3360,1356,9273
229,2020-9-6-1-23-26-32757,2,-6436,-13580,-6680,-3424,-334,-52
230,2020-9-6-1-23-26-32855,4,14372,2628,8336,-3776,-123,-620
231,2020-9-6-1-23-27-32943,3,-6008,-12172,7620,-4000,-379,-2
232,2020-9-6-1-23-27-33254,1,2284,436,11784,-3360,395,13573
233,2020-9-6-1-23-27-33260,2,-6352,-13580,-6692,-3424,-471,71
234,2020-9-6-1-23-27-33355,4,14280,2404,8384,-3760,-112,-685
235,2020-9-6-1-23-27-33446,3,-6140,-12292,7676,-4048,-377,167
236,2020-9-6-1-23-27-33759,1,2152,1652,6500,-3360,-4619,12538
237,2020-9-6-1-23-27-33764,2,-6160,-13684,-6832,-3456,-491,-289
238,2020-9-6-1-23-27-33858,4,14340,2688,8448,-3760,-255,-461
239,2020-9-6-1-23-28-33946,3,-6240,-12380,7616,-4032,-162,5
240,2020-9-6-1-23-28-34258,1,3156,848,10440,-3360,7958,3808
241,2020-9-6-1-23-28-34262,2,-6184,-13588,-6872,-3424,-418,-46
242,2020-9-6-1-23-28-34360,4,14196,2532,8476,-3744,7,-438
243,2020-9-6-1-23-28-34448,3,-6072,-12312,7528,-4000,-378,-76
244,2020-9-6-1-23-28-34760,1,2144,2492,12988,-3360,5110,10439
245,2020-9-6-1-23-28-34765,2,-6216,-13464,-6900,-3456,-391,-31
246,2020-9-6-1-23-28-34862,4,14100,2552,8516,-3744,282,-501
247,2020-9-6-1-23-29-34950,3,-6172,-12248,7420,-4016,-414,-69
248,2020-9-6-1-23-29-35262,1,3104,2112,5924,-3344,2113,4225
249,2020-9-6-1-23-29-35268,2,-6236,-13564,-6764,-3456,-400,-39
250,2020-9-6-1-23-29-35365,4,14544,2180,8040,-3744,59,-621
251,2020-9-6-1-23-29-35456,3,-6256,-12252,7652,-4032,-407,-6
252,2020-9-6-1-23-29-35766,1,3832,3496,-18224,-3344,-10672,755
253,2020-9-6-1-23-29-35773,2,-6116,-13708,-6632,-3440,-261,-69
254,2020-9-6-1-23-29-35864,4,14972,2092,7460,-3728,-267,7
255,2020-9-6-1-23-30-35954,3,-6028,-12476,7404,-4016,12,1
256,2020-9-6-1-23-30-36266,1,2752,3072,-32768,-3344,-723,3944
257,2020-9-6-1-23-30-36272,2,-6360,-13632,-6732,-3456,-474,51
258,2020-9-6-1-23-30-36370,4,14884,2296,7920,-3712,-420,-1036
259,2020-9-6-1-23-30-36456,3,-5956,-12520,7276,-4032,-213,-96
260,2020-9-6-1-23-30-36769,1,988,2180,-9324,-3328,-10521,1262
261,2020-9-6-1-23-30-36773,2,-6272,-13688,-6720,-3440,-396,-8
262,2020-9-6-1-23-30-36870,4,14772,2408,7820,-3728,-310,706
263,2020-9-6-1-23-31-36958,3,-5944,-12308,7408,-4016,-220,-28
264,2020-9-6-1-23-31-37269,1,1260,2132,-9600,-3360,12869,-3011
265,2020-9-6-1-23-31-37275,2,-6312,-13700,-6672,-3424,-539,78
266,2020-9-6-1-23-31-37371,4,14988,2360,7784,-3728,-554,-1128
267,2020-9-6-1-23-31-37460,3,-6052,-12532,7112,-4032,-323,-233
268,2020-9-6-1-23-31-37774,1,2088,1716,-12208,-3360,-17122,4818
269,2020-9-6-1-23-31-37778,2,-6172,-13768,-6776,-3408,-441,-29
270,2020-9-6-1-23-32-37913,4,15124,1704,6156,-3696,-309,1994
271,2020-9-6-1-23-32-37963,3,-5992,-12400,7464,-4016,-186,-60
272,2020-9-6-1-23-32-38273,1,1564,2048,-32768,-3344,-8661,-7690
273,2020-9-6-1-23-32-38280,2,-6324,-13608,-6780,-3456,-375,-100
274,2020-9-6-1-23-32-38375,4,14824,1828,7568,-3744,-1364,-59
275,2020-9-6-1-23-32-38485,3,-5924,-12368,7236,-4032,-103,-236
276,2020-9-6-1-23-32-38777,1,1396,12736,-9080,-3344,-19071,1134
277,2020-9-6-1-23-32-38782,2,-6372,-13876,-7048,-3456,-783,148
278,2020-9-6-1-23-32-38879,4,14512,952,8064,-3728,-1054,126
279,2020-9-6-1-23-33-38966,3,-6340,-12084,7800,-4000,695,843
280,2020-9-6-1-23-33-39278,1,5276,1584,-25060,-3344,-13759,1265
281,2020-9-6-1-23-33-39285,2,-6480,-14296,-5944,-3456,329,1138
282,2020-9-6-1-23-33-39382,4,15204,564,6776,-3728,-2570,615
283,2020-9-6-1-23-33-39469,3,-6048,-12796,6772,-4048,-298,-528
284,2020-9-6-1-23-33-39784,1,4680,-4988,-26140,-3328,8736,-15059
285,2020-9-6-1-23-33-39785,2,-4788,-13748,-7564,-3424,-395,281
286,2020-9-6-1-23-33-39882,4,14852,1656,8600,-3712,-414,439
287,2020-9-6-1-23-34-39970,3,-6740,-12344,6764,-4016,-124,19
288,2020-9-6-1-23-34-40285,1,3324,-8,-5264,-3344,6379,-2931
289,2020-9-6-1-23-34-40289,2,-4392,-14288,-7496,-3456,-30,239
290,2020-9-6-1-23-34-40383,4,15192,180,5860,-3712,-609,-1040
291,2020-9-6-1-23-34-40477,3,-6576,-12212,6948,-4000,-97,-107
292,2020-9-6-1-23-34-40794,1,4996,2568,10072,-3328,4230,8109
293,2020-9-6-1-23-34-40798,2,-4968,-13648,-7428,-3440,-226,106
294,2020-9-6-1-23-35-40885,4,15496,336,5868,-3696,27,-450
295,2020-9-6-1-23-35-40974,3,-6536,-12284,7336,-4016,-38,-66
296,2020-9-6-1-23-35-41291,1,6888,1256,-88,-3344,2573,3208
297,2020-9-6-1-23-35-41293,2,-5212,-14340,-6636,-3440,-133,70
298,2020-9-6-1-23-35-41387,4,16260,1088,4268,-3712,-405,-4879
299,2020-9-6-1-23-35-41477,3,-6032,-12280,7596,-4016,-107,-15
300,2020-9-6-1-23-35-41797,1,7172,-3512,-12632,-3344,-19060,7502
301,2020-9-6-1-23-35-41800,2,-4988,-14052,-6844,-3456,-572,-94
302,2020-9-6-1-23-36-41893,4,15716,376,6212,-3712,468,1671
303,2020-9-6-1-23-36-42049,3,-5888,-12304,7408,-4032,-240,-71
304,2020-9-6-1-23-36-42292,1,-1240,6516,-32768,-3344,-28789,1794
305,2020-9-6-1-23-36-42295,2,-5408,-13880,-6892,-3440,-473,-35
306,2020-9-6-1-23-36-42393,4,14948,644,6748,-3696,-715,-1069
307,2020-9-6-1-23-36-42479,3,-5928,-12348,7708,-4016,-339,-238
308,2020-9-6-1-23-36-42792,1,10012,-2992,5492,-3344,-9052,14168
309,2020-9-6-1-23-36-42797,2,-5512,-14016,-7000,-3456,-495,-30
310,2020-9-6-1-23-37-42893,4,15308,572,4588,-3696,2160,-1971
311,2020-9-6-1-23-37-42986,3,-6188,-12248,7384,-4016,-254,-219
312,2020-9-6-1-23-37-43293,1,8988,304,9908,-3344,7766,-2882
313,2020-9-6-1-23-37-43304,2,-5636,-13620,-6736,-3456,-322,43
314,2020-9-6-1-23-37-43397,4,15164,-440,6408,-3680,-2497,1242
315,2020-9-6-1-23-37-43486,3,-5976,-12316,7508,-4000,-361,-132
316,2020-9-6-1-23-37-43797,1,3028,-3624,-22680,-3328,19224,-11084
317,2020-9-6-1-23-37-43801,2,-5224,-14392,-6456,-3408,-449,9
318,2020-9-6-1-23-38-43897,4,14628,1088,10236,-3664,1076,5774
319,2020-9-6-1-23-38-43993,3,-5908,-12292,7344,-4016,-313,66
320,2020-9-6-1-23-38-44299,1,-4996,2712,-32768,-3328,2462,-9227
321,2020-9-6-1-23-38-44302,2,-5420,-14156,-6648,-3456,-396,59
322,2020-9-6-1-23-38-44405,4,15240,2464,8632,-3680,802,-4147
323,2020-9-6-1-23-38-44491,3,-5932,-12440,7416,-4000,-220,99
324,2020-9-6-1-23-38-44802,1,4496,7220,-32768,-3328,-15546,-1519
325,2020-9-6-1-23-38-44805,2,-5572,-14064,-6744,-3440,-342,-48
326,2020-9-6-1-23-39-44901,4,15212,1844,8092,-3712,-928,-115
327,2020-9-6-1-23-39-44991,3,-5976,-12280,7320,-4016,-61,47
328,2020-9-6-1-23-39-45303,1,5604,-2444,-3488,-3328,-14390,13598
329,2020-9-6-1-23-39-45308,2,-5304,-14068,-6564,-3472,-451,-8
330,2020-9-6-1-23-39-45403,4,15256,204,6928,-3728,-308,-1188
331,2020-9-6-1-23-39-45494,3,-6080,-12292,7496,-4016,-300,-104
332,2020-9-6-1-23-39-45805,1,2108,4268,21248,-3344,6616,3099
333,2020-9-6-1-23-39-45808,2,-5424,-14084,-6940,-3456,-327,-12
334,2020-9-6-1-23-40-45905,4,15268,-388,6108,-3728,60,-1364
335,2020-9-6-1-23-40-45995,3,-6132,-12340,7740,-4000,-435,-88
336,2020-9-6-1-23-40-46313,1,1212,2188,12788,-3312,14963,-8695
337,2020-9-6-1-23-40-46318,2,-5472,-13796,-6664,-3456,-235,186
338,2020-9-6-1-23-40-46409,4,15528,-488,5356,-3696,190,-499
339,2020-9-6-1-23-40-46497,3,-5904,-12312,7584,-4016,-667,-172
340,2020-9-6-1-23-40-46807,1,2744,-6924,-32768,-3344,18257,-20008
341,2020-9-6-1-23-40-46814,2,-5188,-13888,-7364,-3440,-1374,-264
342,2020-9-6-1-23-41-46914,4,15308,2136,7508,-3744,852,3749
343,2020-9-6-1-23-41-47002,3,-6792,-12252,6672,-4000,-1570,-512
344,2020-9-6-1-23-41-47311,1,14748,-5920,-32768,-3376,15694,-18355
345,2020-9-6-1-23-41-47315,2,-4644,-13768,-8236,-3440,-1596,-261
346,2020-9-6-1-23-41-47413,4,15080,1248,7524,-3712,-116,2772
347,2020-9-6-1-23-41-47513,3,-7876,-11984,5744,-4000,-808,-437
348,2020-9-6-1-23-41-47833,1,5488,-1636,-32768,-3360,4179,-9417
349,2020-9-6-1-23-41-47843,2,-4356,-13716,-8544,-3472,-41,481
350,2020-9-6-1-23-42-47913,4,14616,3148,8896,-3696,-702,587
351,2020-9-6-1-23-42-48002,3,-7872,-11984,5892,-4016,-20,-30
352,2020-9-6-1-23-42-48331,1,7848,5896,-32768,-3344,-11452,2233
353,2020-9-6-1-23-42-48334,2,-4516,-13716,-7980,-3456,-62,362
354,2020-9-6-1-23-42-48414,4,14468,3100,8536,-3664,-829,286
355,2020-9-6-1-23-42-48513,3,-7548,-12136,6192,-4000,184,56
356,2020-9-6-1-23-42-48815,1,7372,1032,-16260,-3344,-19763,5068
357,2020-9-6-1-23-42-48825,2,-4236,-13816,-8060,-3440,-134,178
358,2020-9-6-1-23-43-48918,4,14996,1196,7376,-3696,-812,-656
359,2020-9-6-1-23-43-49012,3,-7352,-12096,6664,-4016,147,200
360,2020-9-6-1-23-43-49317,1,3472,48,-8296,-3312,-11975,7551
361,2020-9-6-1-23-43-49322,2,-4332,-13836,-7792,-3456,-580,-44
362,2020-9-6-1-23-43-49418,4,14920,796,7476,-3680,-441,-1115
363,2020-9-6-1-23-43-49512,3,-7444,-12204,6788,-3984,-141,19
364,2020-9-6-1-23-43-49820,1,5532,-2128,-9056,-3344,-18709,9409
365,2020-9-6-1-23-43-49824,2,-4132,-13960,-7996,-3456,-499,-215
366,2020-9-6-1-23-44-49921,4,14844,756,7456,-3680,-250,-2553
367,2020-9-6-1-23-44-50009,3,-7372,-12264,6752,-4000,-124,-22
368,2020-9-6-1-23-44-50321,1,6932,-1692,-11032,-3328,-18479,7303
369,2020-9-6-1-23-44-50327,2,-4288,-13948,-7924,-3408,-557,-154
370,2020-9-6-1-23-44-50422,4,15096,612,6928,-3696,-291,-100
371,2020-9-6-1-23-44-50512,3,-7460,-12124,6748,-4000,-197,35
372,2020-9-6-1-23-44-50839,1,4348,-2288,-4132,-3360,-13453,7713
373,2020-9-6-1-23-44-50842,2,-4340,-14216,-8016,-3424,-545,-220
374,2020-9-6-1-23-45-50926,4,15268,888,6960,-3680,-246,-970
375,2020-9-6-1-23-45-51013,3,-7392,-12196,6704,-4016,-205,-210
376,2020-9-6-1-23-45-51327,1,-880,124,5028,-3360,-8834,16207
377,2020-9-6-1-23-45-51332,2,-4192,-14016,-8004,-3440,-442,-168
378,2020-9-6-1-23-45-51427,4,15424,824,6652,-3696,126,-2040
379,2020-9-6-1-23-45-51515,3,-7548,-12296,6756,-4032,-225,54
380,2020-9-6-1-23-45-51832,1,-3952,2952,-12940,-3344,-19044,8394
381,2020-9-6-1-23-45-51835,2,-4008,-13900,-8020,-3456,-354,-69
382,2020-9-6-1-23-46-51929,4,15616,1188,6344,-3680,-260,-1780
383,2020-9-6-1-23-46-52017,3,-7352,-12060,6708,-4000,-287,-66
384,2020-9-6-1-23-46-52330,1,5932,-844,-17324,-3344,-23519,7047
385,2020-9-6-1-23-46-52335,2,-4184,-13724,-8176,-3456,-335,-13
386,2020-9-6-1-23-46-52430,4,14904,876,7868,-3680,-74,-1280
387,2020-9-6-1-23-46-52522,3,-7512,-12252,6732,-4000,-107,-174
388,2020-9-6-1-23-46-52830,1,2012,-2172,5432,-3344,-5337,16572
389,2020-9-6-1-23-46-52837,2,-4288,-13692,-8004,-3456,-323,-282
390,2020-9-6-1-23-47-52933,4,15324,92,5944,-3696,-254,-3413
391,2020-9-6-1-23-47-53023,3,-7600,-12080,6816,-4000,-192,-42
392,2020-9-6-1-23-47-53333,1,2512,-1032,-12788,-3344,-21516,10628
393,2020-9-6-1-23-47-53341,2,-4300,-14012,-7956,-3408,-367,29
394,2020-9-6-1-23-47-53438,4,15344,860,6904,-3696,-817,-805
395,2020-9-6-1-23-47-53522,3,-7200,-12124,6732,-3952,-212,-126
396,2020-9-6-1-23-47-53840,1,36,6572,-30224,-3376,-27498,-251
397,2020-9-6-1-23-47-53843,2,-4752,-13504,-7980,-3440,-469,-34
398,2020-9-6-1-23-48-53937,4,15356,1804,7572,-3664,-266,-2384
399,2020-9-6-1-23-48-54025,3,-7256,-12116,6556,-4016,-156,-32
400,2020-9-6-1-23-48-54341,1,4912,3216,-32564,-3328,-19047,4681
401,2020-9-6-1-23-48-54344,2,-4856,-13512,-7468,-3424,-267,168
402,2020-9-6-1-23-48-54439,4,16116,544,4776,-3696,-543,-3869
403,2020-9-6-1-23-48-54528,3,-7444,-12024,6536,-3968,184,224
404,2020-9-6-1-23-48-54840,1,6176,2300,-32768,-3360,-19368,8392
405,2020-9-6-1-23-48-54843,2,-4856,-13724,-7392,-3456,-278,193
406,2020-9-6-1-23-49-54941,4,16336,1552,4520,-3680,-613,-549
407,2020-9-6-1-23-49-55028,3,-7184,-11976,6592,-3952,120,243
408,2020-9-6-1-23-49-55340,1,5244,428,-32768,-3328,324,-6017
409,2020-9-6-1-23-49-55374,2,-4908,-13752,-7800,-3440,-280,220
410,2020-9-6-1-23-49-55452,4,15764,1624,5772,-3712,-355,4724
411,2020-9-6-1-23-49-55545,3,-7352,-12284,6408,-3952,-62,11
412,2020-9-6-1-23-49-55843,1,324,2772,-7944,-3312,13329,-1347
413,2020-9-6-1-23-49-55846,2,-4624,-13988,-7828,-3472,-350,151
414,2020-9-6-1-23-50-55943,4,14248,744,8200,-3664,152,1507
415,2020-9-6-1-23-50-56034,3,-7524,-12172,6504,-3968,-538,-420
416,2020-9-6-1-23-50-56343,1,904,1948,2380,-3312,-8387,12370
417,2020-9-6-1-23-50-56350,2,-4640,-13776,-7864,-3472,-346,76
418,2020-9-6-1-23-50-56448,4,14640,748,8292,-3696,606,2358
419,2020-9-6-1-23-50-56536,3,-7504,-12012,6668,-4000,-377,-76
420,2020-9-6-1-23-50-56847,1,3152,-712,-3268,-3344,-7706,7240
421,2020-9-6-1-23-50-56852,2,-4492,-13940,-7872,-3456,-209,9
422,2020-9-6-1-23-51-56948,4,14772,288,7464,-3680,-27,945
423,2020-9-6-1-23-51-57036,3,-7232,-12036,6660,-3984,-247,41
424,2020-9-6-1-23-51-57348,1,952,2952,-9568,-3312,3864,4445
425,2020-9-6-1-23-51-57353,2,-4664,-13872,-7872,-3456,-384,53
426,2020-9-6-1-23-51-57452,4,13908,1040,9800,-3696,-511,-995
427,2020-9-6-1-23-51-57539,3,-7344,-12100,6668,-4000,-336,-135
428,2020-9-6-1-23-51-57850,1,2740,2844,-17596,-3344,-1481,-927
429,2020-9-6-1-23-51-57855,2,-4684,-13852,-7712,-3440,-402,73
430,2020-9-6-1-23-52-57972,4,13732,848,8952,-3680,987,4231
431,2020-9-6-1-23-52-58040,3,-7304,-12160,6628,-4000,-292,-176
432,2020-9-6-1-23-52-58356,1,4416,656,13340,-3312,17625,3400
433,2020-9-6-1-23-52-58359,2,-4800,-13916,-7800,-3440,-305,114
434,2020-9-6-1-23-52-58456,4,14144,72,8220,-3696,-74,-424
435,2020-9-6-1-23-52-58555,3,-7216,-12068,6616,-3984,-330,-284
436,2020-9-6-1-23-52-58854,1,1156,1516,832,-3312,18705,-7048
437,2020-9-6-1-23-52-58861,2,-4936,-13892,-7120,-3440,-280,243
438,2020-9-6-1-23-53-58961,4,14344,416,7948,-3680,-752,1237
439,2020-9-6-1-23-53-59044,3,-6976,-12268,6624,-3984,-435,-168
440,2020-9-6-1-23-53-59356,1,3492,2008,-4644,-3312,698,-96
441,2020-9-6-1-23-53-59362,2,-4780,-13896,-7660,-3472,-337,60
442,2020-9-6-1-23-53-59457,4,14612,884,8332,-3680,-184,-1852
443,2020-9-6-1-23-53-59546,3,-7108,-12084,6872,-3984,-329,-170
444,2020-9-6-1-23-53-59858,1,1668,2528,-32768,-3392,-22469,-3
445,2020-9-6-1-23-53-59865,2,-4576,-13980,-7444,-3440,-378,115
446,2020-9-6-1-23-54-59961,4,14904,1588,8304,-3696,-465,-3538
447,2020-9-6-1-23-54-60049,3,-6940,-12076,6776,-3984,-149,143
448,2020-9-6-1-23-54-60360,1,76,7760,-32768,-3312,-12223,-478
449,2020-9-6-1-23-54-60369,2,-4884,-13792,-7680,-3472,-430,90
450,2020-9-6-1-23-54-60464,4,14844,1816,8564,-3648,-637,-500
451,2020-9-6-1-23-54-60550,3,-7040,-12124,6828,-3936,-64,75
452,2020-9-6-1-23-54-60865,1,1532,10164,-32768,-3312,-17562,2093
453,2020-9-6-1-23-54-60868,2,-4996,-13632,-7684,-3456,-398,24
454,2020-9-6-1-23-55-60964,4,15320,1808,7328,-3728,-606,-1083
455,2020-9-6-1-23-55-61051,3,-7012,-12116,6772,-3968,-150,-71
456,2020-9-6-1-23-55-61364,1,3484,2588,-22136,-3344,-17827,2499
457,2020-9-6-1-23-55-61368,2,-4644,-13972,-7492,-3488,-545,-34
458,2020-9-6-1-23-55-61470,4,14856,1084,8096,-3696,-422,-349
459,2020-9-6-1-23-55-61554,3,-7048,-12144,6904,-3984,-180,-42
460,2020-9-6-1-23-56-61900,1,1960,3204,-30064,-3328,-16542,1663
461,2020-9-6-1-23-56-61905,2,-4552,-13888,-7528,-3472,-480,-125
462,2020-9-6-1-23-56-61968,4,14744,1668,8456,-3680,69,-781
463,2020-9-6-1-23-56-62057,3,-7136,-12136,6680,-3952,-188,-22
464,2020-9-6-1-23-56-62369,1,2112,3892,-32768,-3296,-406,-4560
465,2020-9-6-1-23-56-62379,2,-5008,-13768,-7436,-3424,-198,704
466,2020-9-6-1-23-56-62471,4,14724,1508,8296,-3680,-633,-202
467,2020-9-6-1-23-56-62559,3,-7008,-12136,6752,-3968,-160,-49
468,2020-9-6-1-23-56-62871,1,-1044,3240,-19096,-3296,1669,644
469,2020-9-6-1-23-56-62874,2,-4812,-13972,-7588,-3440,-242,90
470,2020-9-6-1-23-57-62971,4,13708,1304,9968,-3712,-79,-2948
471,2020-9-6-1-23-57-63064,3,-7096,-12232,6648,-4000,-273,-101
472,2020-9-6-1-23-57-63373,1,1012,2492,-17364,-3296,-966,-169
473,2020-9-6-1-23-57-63377,2,-4616,-13976,-7552,-3440,-363,51
474,2020-9-6-1-23-57-63478,4,15332,1068,6724,-3696,-219,218
475,2020-9-6-1-23-57-63566,3,-7088,-12200,6832,-3968,-336,-129
476,2020-9-6-1-23-57-63879,1,1116,3316,-17564,-3312,-1305,279
477,2020-9-6-1-23-58-63884,2,-4764,-14056,-7452,-3456,-406,76
478,2020-9-6-1-23-58-63976,4,14440,1452,8228,-3680,-280,87
479,2020-9-6-1-23-58-64067,3,-7048,-12208,6812,-3968,-328,-301
480,2020-9-6-1-23-58-64378,1,4692,2364,-124,-3328,12921,1294
481,2020-9-6-1-23-58-64384,2,-4904,-13964,-7548,-3424,-355,62
482,2020-9-6-1-23-58-64477,4,14264,848,8808,-3632,-474,100
483,2020-9-6-1-23-58-64567,3,-7032,-12184,6708,-3984,-284,-221
484,2020-9-6-1-23-58-64878,1,4148,2336,884,-3328,11948,-142
485,2020-9-6-1-23-58-64882,2,-4784,-14048,-7468,-3440,-393,130
486,2020-9-6-1-23-59-64984,4,14600,520,8428,-3680,-207,2136
487,2020-9-6-1-23-59-65091,3,-6988,-12268,6752,-3952,-351,-169
488,2020-9-6-1-23-59-65378,1,1504,4104,-23972,-3328,-4966,533
489,2020-9-6-1-23-59-65384,2,-4764,-13832,-7472,-3440,-81,210
490,2020-9-6-1-23-59-65482,4,15096,1208,7404,-3648,-796,1176
491,2020-9-6-1-23-59-65569,3,-6588,-12292,6940,-3968,73,102
492,2020-9-6-1-23-59-65881,1,2400,36,-18208,-3328,19423,-12427
493,2020-9-6-1-24-0-65897,2,-5184,-14016,-7208,-3456,-281,114
494,2020-9-6-1-24-0-66013,4,14156,1632,9140,-3680,-727,2539
495,2020-9-6-1-24-0-66081,3,-6624,-12400,7028,-3968,-262,-225
496,2020-9-6-1-24-0-66391,1,4576,-500,-3772,-3328,-11174,8556
497,2020-9-6-1-24-0-66393,2,-5056,-13932,-7408,-3440,-430,3
498,2020-9-6-1-24-0-66485,4,14188,1788,9668,-3664,-214,-3336
499,2020-9-6-1-24-0-66574,3,-6456,-12192,7080,-3952,-282,-29
500,2020-9-6-1-24-1-66892,1,-476,6004,-28372,-3328,-18270,380
501,2020-9-6-1-24-1-66895,2,-5096,-13948,-7160,-3456,-510,46
502,2020-9-6-1-24-1-67067,4,15240,800,8216,-3680,-206,-1605
503,2020-9-6-1-24-1-67092,3,-6580,-12340,7240,-3984,-213,-42
504,2020-9-6-1-24-1-67388,1,-1248,-1324,-32768,-3328,18791,-18195
505,2020-9-6-1-24-1-67394,2,-5160,-13960,-7176,-3456,-437,83
506,2020-9-6-1-24-1-67490,4,14564,1780,8916,-3648,-478,109
507,2020-9-6-1-24-1-67579,3,-6588,-12228,6916,-3984,-141,32
508,2020-9-6-1-24-2-67890,1,-5432,5156,-32768,-3344,-2421,2080
509,2020-9-6-1-24-2-67894,2,-5144,-13840,-7284,-3456,-433,76
510,2020-9-6-1-24-2-67992,4,14280,2652,9156,-3680,-627,1934
511,2020-9-6-1-24-2-68080,3,-6556,-12176,7088,-4000,-202,33
512,2020-9-6-1-24-2-68391,1,3256,4264,-18156,-3328,-4147,820
513,2020-9-6-1-24-2-68397,2,-4744,-15056,-6504,-3440,-433,-1093
514,2020-9-6-1-24-2-68495,4,15872,1524,5776,-3664,1625,3
515,2020-9-6-1-24-2-68582,3,-6176,-12520,6928,-3968,633,-814
516,2020-9-6-1-24-3-68894,1,4024,12,-2980,-3344,12725,-4452
517,2020-9-6-1-24-3-68899,2,-5488,-13844,-6688,-3424,1030,590
518,2020-9-6-1-24-3-68995,4,13624,-368,6756,-3664,-3004,-8970
519,2020-9-6-1-24-3-69097,3,-4696,-12448,7956,-3936,705,1585
520,2020-9-6-1-24-3-69396,1,3472,-1852,5824,-3312,7605,-4873
521,2020-9-6-1-24-3-69402,2,-5976,-13904,-6400,-3424,-792,-272
522,2020-9-6-1-24-3-69499,4,15680,1516,5052,-3680,-239,-328
523,2020-9-6-1-24-3-69591,3,-5692,-12396,7916,-3968,-409,-56
524,2020-9-6-1-24-4-69903,1,2588,-572,2956,-3328,7803,-1176
525,2020-9-6-1-24-4-69907,2,-6236,-13772,-6344,-3440,-275,25
526,2020-9-6-1-24-4-70001,4,15644,2424,5196,-3648,277,-11
527,2020-9-6-1-24-4-70087,3,-5692,-12560,7780,-4016,-324,32
528,2020-9-6-1-24-4-70399,1,2192,180,-1532,-3344,10863,-3173
529,2020-9-6-1-24-4-70404,2,-6164,-13820,-6384,-3440,-363,-61
530,2020-9-6-1-24-4-70502,4,15524,2612,5432,-3664,-38,351
531,2020-9-6-1-24-4-70591,3,-5540,-12508,7684,-3984,-387,-116
532,2020-9-6-1-24-5-70909,1,-1164,1456,-5256,-3280,17715,2241
533,2020-9-6-1-24-5-70913,2,-6132,-13948,-6176,-3440,-394,15
534,2020-9-6-1-24-5-71004,4,15472,2764,5600,-3712,401,170
535,2020-9-6-1-24-5-71093,3,-5636,-12468,7464,-3952,-462,15
536,2020-9-6-1-24-5-71444,1,-916,984,-5620,-3312,22597,4053
537,2020-9-6-1-24-5-71449,2,-6164,-13952,-6268,-3472,-395,-96
538,2020-9-6-1-24-5-71505,4,15508,2596,5616,-3648,126,443
539,2020-9-6-1-24-5-71595,3,-5812,-12456,7516,-3984,-382,25
540,2020-9-6-1-24-6-71906,1,1124,2112,-936,-3296,11366,146
