id,TimeStamp,LandmarkID,AcX,AcY,AcZ,GyX,GyY,GyZ
891,2020-9-6-0-55-1-115899,1,14884,2380,-10112,-2976,-626,4
892,2020-9-6-0-55-1-115983,3,-8148,-9352,9004,-3904,-247,-69
893,2020-9-6-0-55-1-116240,4,15096,1760,7276,-3552,-185,21
894,2020-9-6-0-55-1-116349,2,-11688,-8988,-6516,-3376,-376,71
895,2020-9-6-0-55-2-116403,1,14704,2148,-10140,-2976,-619,65
896,2020-9-6-0-55-2-116485,3,-8244,-9308,9040,-3872,-264,-119
897,2020-9-6-0-55-2-116743,4,15052,1816,7304,-3552,-317,-80
898,2020-9-6-0-55-2-116851,2,-11648,-9004,-6412,-3408,-410,51
899,2020-9-6-0-55-2-116901,1,14764,2160,-10436,-2960,-760,-70
900,2020-9-6-0-55-2-116987,3,-8268,-9388,9256,-3904,-251,-64
901,2020-9-6-0-55-2-117243,4,15024,1788,7388,-3568,-332,-78
902,2020-9-6-0-55-2-117353,2,-11748,-9048,-6404,-3376,-380,66
903,2020-9-6-0-55-3-117407,1,14720,2312,-10228,-3008,-643,131
904,2020-9-6-0-55-3-117490,3,-8180,-9264,9204,-3872,-303,-80
905,2020-9-6-0-55-3-117745,4,15136,1840,7284,-3584,-352,-79
906,2020-9-6-0-55-3-117856,2,-11640,-9100,-6268,-3376,-374,37
907,2020-9-6-0-55-3-117905,1,14752,2360,-10192,-2976,-669,59
908,2020-9-6-0-55-3-117992,3,-8180,-9316,9292,-3904,-269,-126
909,2020-9-6-0-55-3-118247,4,14984,1904,7280,-3568,-381,-110
910,2020-9-6-0-55-3-118357,2,-11672,-9068,-6372,-3392,-397,46
911,2020-9-6-0-55-4-118412,1,14728,2420,-10200,-2992,-636,-35
912,2020-9-6-0-55-4-118496,3,-8188,-9280,9112,-3872,-293,-86
913,2020-9-6-0-55-4-118749,4,14988,1932,7392,-3584,-290,17
914,2020-9-6-0-55-4-118862,2,-11688,-9084,-6416,-3392,-428,94
915,2020-9-6-0-55-4-118911,1,14772,2376,-10252,-2976,-652,-30
916,2020-9-6-0-55-4-118994,3,-8204,-9260,9080,-3888,-279,-94
917,2020-9-6-0-55-4-119252,4,14984,1840,7192,-3584,-382,-126
918,2020-9-6-0-55-4-119362,2,-11756,-8992,-6504,-3408,-423,28
919,2020-9-6-0-55-5-119412,1,14804,2324,-10192,-2944,-722,-129
920,2020-9-6-0-55-5-119499,3,-8360,-9376,9012,-3888,-263,-104
921,2020-9-6-0-55-5-119753,4,15100,1840,7352,-3552,-278,-97
922,2020-9-6-0-55-5-119864,2,-11812,-9080,-6436,-3392,-378,69
923,2020-9-6-0-55-5-119916,1,14692,2364,-10376,-2960,-657,-35
924,2020-9-6-0-55-5-119997,3,-8200,-9248,9036,-3872,-277,-88
925,2020-9-6-0-55-5-120285,4,14808,1784,8040,-3552,-409,-478
926,2020-9-6-0-55-6-120365,2,-11716,-9060,-6332,-3360,-410,98
927,2020-9-6-0-55-6-120418,1,14820,2236,-10264,-2960,-827,-383
928,2020-9-6-0-55-6-120505,3,-8168,-9168,9200,-3856,-233,-26
929,2020-9-6-0-55-6-120775,4,14872,-68,4100,-3552,-5297,-910
930,2020-9-6-0-55-6-120872,2,-11812,-9004,-6476,-3344,-411,24
931,2020-9-6-0-55-6-120920,1,14600,2564,-10724,-2976,-685,188
932,2020-9-6-0-55-6-121002,3,-8184,-9216,9080,-3872,-319,-144
933,2020-9-6-0-55-6-121259,4,16076,2092,6180,-3568,281,-1246
934,2020-9-6-0-55-7-121372,2,-11784,-8992,-6224,-3392,-448,72
935,2020-9-6-0-55-7-121421,1,14496,2568,-10520,-2976,-595,765
936,2020-9-6-0-55-7-121503,3,-8244,-9316,9080,-3872,-206,-115
937,2020-9-6-0-55-7-121764,4,15580,1180,5152,-3568,251,554
938,2020-9-6-0-55-7-121871,2,-11708,-9020,-6436,-3392,-389,63
939,2020-9-6-0-55-7-121924,1,14636,2468,-10284,-2960,-726,-91
940,2020-9-6-0-55-7-122007,3,-8224,-9352,9188,-3888,-292,-47
941,2020-9-6-0-55-7-122263,4,15316,1704,7460,-3552,-32,-1225
942,2020-9-6-0-55-8-122381,2,-11680,-9028,-6348,-3360,-372,33
943,2020-9-6-0-55-8-122424,1,14776,2576,-10200,-2960,-666,-148
944,2020-9-6-0-55-8-122507,3,-8304,-9312,8996,-3872,-275,-81
945,2020-9-6-0-55-8-122767,4,14784,2008,7924,-3536,-398,1461
946,2020-9-6-0-55-8-122876,2,-11616,-9036,-6488,-3376,-375,110
947,2020-9-6-0-55-8-122926,1,14664,2516,-10484,-2960,-759,-61
948,2020-9-6-0-55-8-123009,3,-8176,-9348,9068,-3872,-281,-120
949,2020-9-6-0-55-8-123268,4,14560,1904,8416,-3552,-493,-1775
950,2020-9-6-0-55-9-123391,2,-11716,-8984,-6352,-3392,-365,47
951,2020-9-6-0-55-9-123430,1,14592,2504,-10320,-2976,-702,43
952,2020-9-6-0-55-9-123524,3,-8244,-9288,9072,-3904,-254,-66
953,2020-9-6-0-55-9-123788,4,14996,1792,7684,-3552,-533,-996
954,2020-9-6-0-55-9-123879,2,-11752,-9004,-6416,-3376,-403,66
955,2020-9-6-0-55-9-123968,1,14636,2652,-10384,-2944,-671,-153
956,2020-9-6-0-55-9-124089,3,-8232,-9280,9144,-3872,-347,-152
957,2020-9-6-0-55-9-124272,4,14932,1664,7624,-3600,-417,-180
958,2020-9-6-0-55-10-124383,2,-11680,-8956,-6356,-3376,-418,51
959,2020-9-6-0-55-10-124457,1,14708,2612,-10232,-2976,-724,-106
960,2020-9-6-0-55-10-124516,3,-8264,-9280,9048,-3872,-297,-169
961,2020-9-6-0-55-10-124773,4,14924,1572,7448,-3552,-330,33
962,2020-9-6-0-55-10-124884,2,-11700,-9080,-6404,-3392,-377,88
963,2020-9-6-0-55-10-124934,1,14672,2576,-10444,-2960,-673,-140
964,2020-9-6-0-55-10-125020,3,-8332,-9340,9140,-3888,-267,-90
965,2020-9-6-0-55-10-125275,4,14680,2280,9128,-3520,-784,-3314
966,2020-9-6-0-55-11-125386,2,-11684,-9064,-6404,-3360,-393,61
967,2020-9-6-0-55-11-125436,1,14716,2468,-10272,-2960,-688,-187
968,2020-9-6-0-55-11-125526,3,-8244,-9220,8992,-3872,-279,-103
969,2020-9-6-0-55-11-125778,4,14460,2028,8492,-3536,-546,1269
970,2020-9-6-0-55-11-125919,2,-11752,-8980,-6484,-3376,-382,52
971,2020-9-6-0-55-11-125938,1,14676,2644,-10396,-2960,-662,-60
972,2020-9-6-0-55-11-126024,3,-8308,-9288,9080,-3888,-206,-48
973,2020-9-6-0-55-11-126280,4,14896,1796,7444,-3552,-296,-455
974,2020-9-6-0-55-12-126390,2,-11780,-9068,-6340,-3376,-424,58
975,2020-9-6-0-55-12-126442,1,14612,2548,-10260,-2960,-718,-111
976,2020-9-6-0-55-12-126526,3,-8252,-9344,9060,-3904,-327,-148
977,2020-9-6-0-55-12-126780,4,14556,1808,8352,-3536,-921,417
978,2020-9-6-0-55-12-126891,2,-11600,-8968,-6260,-3376,-393,59
979,2020-9-6-0-55-12-126942,1,14648,2512,-10516,-2944,-786,-156
980,2020-9-6-0-55-12-127025,3,-8264,-9224,9064,-3856,-267,-109
981,2020-9-6-0-55-12-127284,4,15076,1604,6672,-3552,991,-1207
982,2020-9-6-0-55-13-127395,2,-11656,-8980,-6236,-3360,-412,47
983,2020-9-6-0-55-13-127453,1,14728,2628,-10424,-2944,-641,-13
984,2020-9-6-0-55-13-127527,3,-8180,-9344,9084,-3888,-283,-30
985,2020-9-6-0-55-13-127788,4,14232,1956,8640,-3584,-701,-647
986,2020-9-6-0-55-13-127930,2,-11700,-9036,-6272,-3360,-381,45
987,2020-9-6-0-55-13-127992,1,14732,2608,-10404,-2960,-698,-22
988,2020-9-6-0-55-13-128029,3,-8356,-9184,9260,-3888,-268,-123
989,2020-9-6-0-55-13-128287,4,14944,1496,6528,-3536,-245,-1128
990,2020-9-6-0-55-14-128399,2,-11724,-9052,-6368,-3392,-425,76
991,2020-9-6-0-55-14-128449,1,14616,2684,-10424,-2928,-706,-17
992,2020-9-6-0-55-14-128549,3,-8248,-9384,9016,-3872,-288,-74
993,2020-9-6-0-55-14-128790,4,15404,1632,6544,-3552,-350,-319
994,2020-9-6-0-55-14-128900,2,-11664,-8976,-6252,-3376,-349,39
995,2020-9-6-0-55-14-128952,1,14680,2492,-10312,-2944,-753,-217
996,2020-9-6-0-55-14-129034,3,-8272,-9344,9124,-3888,-262,-158
997,2020-9-6-0-55-14-129291,4,15416,1440,6408,-3520,-350,109
998,2020-9-6-0-55-15-129401,2,-11644,-8972,-6244,-3392,-409,50
