id,TimeStamp,LandmarkID,AcX,AcY,AcZ,GyX,GyY,GyZ
333,2020-9-6-1-9-1-45749,2,-528,-16752,-908,-3440,34,3167
334,2020-9-6-1-9-1-45830,4,3680,-10648,16512,-3936,-5457,8642
335,2020-9-6-1-9-1-45924,3,-4652,-14040,-3000,-4032,-2830,3324
336,2020-9-6-1-9-1-46231,1,-18300,-14708,-7988,-3456,-32768,32767
337,2020-9-6-1-9-1-46252,2,900,-16720,-768,-3440,251,-38
338,2020-9-6-1-9-2-46330,4,6420,-18956,9432,-3936,32767,-25867
339,2020-9-6-1-9-2-46426,3,-428,-16604,-2644,-4048,-2208,-1687
340,2020-9-6-1-9-2-46737,1,1036,1612,-16580,-3472,5465,8873
341,2020-9-6-1-9-2-46754,2,-272,-16596,-1448,-3424,-250,-323
342,2020-9-6-1-9-2-46834,4,14648,2056,-472,-3984,5029,-5394
343,2020-9-6-1-9-2-46927,3,540,-16300,-3552,-4048,729,-190
344,2020-9-6-1-9-2-47234,1,7484,-6644,-12700,-3456,-1913,3589
345,2020-9-6-1-9-2-47255,2,-564,-16464,-1124,-3456,-291,515
346,2020-9-6-1-9-3-47334,4,11744,-2968,3740,-3952,-13012,1068
347,2020-9-6-1-9-3-47429,3,1104,-16428,-3300,-4048,977,1058
348,2020-9-6-1-9-3-47738,1,-13300,-13020,-15048,-3408,9298,-15875
349,2020-9-6-1-9-3-47758,2,-1952,-16724,-588,-3456,1711,-227
350,2020-9-6-1-9-3-47836,4,-824,-17852,12048,-3984,-29612,13161
351,2020-9-6-1-9-3-47956,3,-1532,-14080,4252,-4016,696,-2506
352,2020-9-6-1-9-3-48239,1,-32768,-31608,4340,-3440,-19444,14254
353,2020-9-6-1-9-3-48260,2,-2964,-16256,3832,-3424,-149,999
354,2020-9-6-1-9-4-48340,4,-8892,-28684,-12488,-3984,18237,-522
355,2020-9-6-1-9-4-48434,3,-3428,-15580,2736,-4048,-191,-253
356,2020-9-6-1-9-4-48741,1,-7348,-9848,-8760,-3456,-5583,5087
357,2020-9-6-1-9-4-48761,2,3460,-15632,-3316,-3424,-2540,-4372
358,2020-9-6-1-9-4-48840,4,580,-12144,7732,-4016,6446,-2336
359,2020-9-6-1-9-4-48936,3,-464,-18856,-2472,-4016,3474,-1945
360,2020-9-6-1-9-4-49241,1,-6324,-12840,-18176,-3472,-811,-6886
361,2020-9-6-1-9-4-49262,2,-932,-16804,-1232,-3440,-2196,-977
362,2020-9-6-1-9-5-49343,4,1472,5676,26768,-3984,6105,-10190
363,2020-9-6-1-9-5-49438,3,-696,-16908,-4776,-4048,-740,-3083
364,2020-9-6-1-9-5-49743,1,-11740,-1336,-8648,-3456,24902,-3935
365,2020-9-6-1-9-5-49765,2,112,-17412,-2344,-3440,2036,1508
366,2020-9-6-1-9-5-49844,4,4476,-8684,17568,-4000,-17804,11055
367,2020-9-6-1-9-5-49940,3,-3824,-18216,-488,-4064,4904,3170
368,2020-9-6-1-9-5-50248,1,-7112,-15064,-8088,-3456,13922,-2613
369,2020-9-6-1-9-5-50267,2,-116,-18180,-1504,-3440,1534,10940
370,2020-9-6-1-9-6-50347,4,-116,-11964,9836,-4000,-9179,10984
371,2020-9-6-1-9-6-50443,3,-3244,-15964,-196,-4032,-253,2593
372,2020-9-6-1-9-6-50748,1,-10608,-10460,-6276,-3456,772,1186
373,2020-9-6-1-9-6-50771,2,-2048,-15276,-1880,-3440,563,-3066
374,2020-9-6-1-9-6-50849,4,-1608,-17184,6244,-3968,-11871,1659
375,2020-9-6-1-9-6-50944,3,-6948,-15520,-476,-4032,-14047,-21203
376,2020-9-6-1-9-6-51250,1,-20696,-28160,-8032,-3472,-21474,4853
377,2020-9-6-1-9-6-51272,2,2828,-17120,-1472,-3456,-2353,767
378,2020-9-6-1-9-7-51350,4,-8944,-32628,-6848,-4000,22973,1780
379,2020-9-6-1-9-7-51448,3,-3376,-15728,2040,-4016,-296,251
380,2020-9-6-1-9-7-51753,1,-6932,-7412,-11044,-3472,-1752,931
381,2020-9-6-1-9-7-51773,2,5344,-14396,668,-3392,-2346,3538
382,2020-9-6-1-9-7-51855,4,972,-11344,9880,-3968,1873,-2026
383,2020-9-6-1-9-7-51958,3,-1272,-16368,-2496,-4016,-218,-2310
384,2020-9-6-1-9-7-52256,1,-4892,-9360,-14908,-3424,860,-4790
385,2020-9-6-1-9-7-52277,2,-1704,-17208,-3784,-3456,4945,-503
386,2020-9-6-1-9-8-52354,4,1864,-10356,12296,-4016,-6075,-6253
387,2020-9-6-1-9-8-52449,3,-1464,-14904,-816,-4064,3636,-20925
388,2020-9-6-1-9-8-52756,1,-14476,-16576,11856,-3472,-29750,15550
389,2020-9-6-1-9-8-52776,2,-972,-16504,-1252,-3456,-401,-2050
390,2020-9-6-1-9-8-52856,4,4712,-8120,-12632,-4016,12500,3400
391,2020-9-6-1-9-8-52951,3,20,-16600,-3660,-4016,-1854,-1654
392,2020-9-6-1-9-8-53257,1,-3896,-7448,-15352,-3456,15051,6936
393,2020-9-6-1-9-8-53279,2,-3028,-16320,-128,-3392,1409,3169
394,2020-9-6-1-9-9-53357,4,1508,-7996,17600,-3984,-14823,14442
395,2020-9-6-1-9-9-53453,3,32767,-20240,-10264,-4064,-3449,20218
396,2020-9-6-1-9-9-53762,1,-11316,-9680,-6228,-3472,4954,-3471
397,2020-9-6-1-9-9-53781,2,-8356,-14440,-4504,-3408,-47,-5691
398,2020-9-6-1-9-9-53859,4,2316,-15440,2884,-3984,-6502,-3334
399,2020-9-6-1-9-9-53955,3,3872,-16472,-1248,-4048,1880,540
400,2020-9-6-1-9-9-54263,1,-4640,-12096,-9864,-3456,4327,2724
401,2020-9-6-1-9-9-54285,2,1436,-17536,-1228,-3440,-255,-25
402,2020-9-6-1-9-10-54362,4,-6720,6588,8432,-3984,2686,4371
403,2020-9-6-1-9-10-54458,3,-4328,-16932,-1044,-4032,7882,2242
404,2020-9-6-1-9-10-54768,1,-10104,-17320,-9436,-3504,-6148,-3424
405,2020-9-6-1-9-10-54785,2,2236,-16844,-2828,-3424,-1664,1973
406,2020-9-6-1-9-10-54863,4,-1384,-16092,9660,-4016,2000,-947
407,2020-9-6-1-9-10-54960,3,-2884,-16208,768,-4032,-5804,258
408,2020-9-6-1-9-10-55265,1,-4112,-10964,-9548,-3456,442,4780
409,2020-9-6-1-9-10-55290,2,-2360,-17716,-2072,-3392,15,3843
410,2020-9-6-1-9-11-55368,4,1900,-9140,10816,-4016,909,-1384
411,2020-9-6-1-9-11-55461,3,20,-16232,68,-4032,-976,-6320
412,2020-9-6-1-9-11-55770,1,2552,-21672,-24700,-3456,-14943,-2917
413,2020-9-6-1-9-11-55789,2,-1732,-16360,-1084,-3424,-1358,-1658
414,2020-9-6-1-9-11-55868,4,1656,-32768,32767,-4016,32767,-14368
415,2020-9-6-1-9-11-55963,3,608,-15196,-7052,-4000,-1566,-1025
416,2020-9-6-1-9-11-56269,1,-8508,-5940,-18988,-3440,22895,-1863
417,2020-9-6-1-9-11-56291,2,-2216,-16388,-972,-3424,1725,3880
418,2020-9-6-1-9-12-56370,4,2404,-9284,16536,-4000,-19030,15717
419,2020-9-6-1-9-12-56465,3,-14156,-18192,17008,-4048,18778,15225
420,2020-9-6-1-9-12-56774,1,-12316,-10724,-10416,-3472,6841,-259
421,2020-9-6-1-9-12-56795,2,3716,-17152,596,-3456,-4881,-9224
422,2020-9-6-1-9-12-56872,4,3412,-10928,10928,-4016,1337,679
423,2020-9-6-1-9-12-56967,3,-1424,-16144,-3396,-4032,706,-1348
424,2020-9-6-1-9-12-57274,1,-11080,-10984,-6296,-3472,4909,-5063
425,2020-9-6-1-9-12-57296,2,-416,-17072,-976,-3488,624,-2571
426,2020-9-6-1-9-13-57375,4,-264,-19500,7764,-4016,-18204,5831
427,2020-9-6-1-9-13-57470,3,-5252,-16744,-13720,-4016,4691,-2086
428,2020-9-6-1-9-13-57775,1,7468,-22048,-7540,-3472,-19612,-9304
429,2020-9-6-1-9-13-57797,2,-544,-13928,260,-3440,-3387,-7048
430,2020-9-6-1-9-13-57877,4,-10308,-32768,-6568,-4048,27738,-9530
431,2020-9-6-1-9-13-57973,3,-6740,-13792,1916,-4048,478,-1084
432,2020-9-6-1-9-13-58277,1,-8436,-19096,-8520,-3472,-6656,-222
433,2020-9-6-1-9-13-58299,2,1980,-16324,-256,-3440,-606,9132
434,2020-9-6-1-9-14-58379,4,-1872,-15060,7960,-4032,4031,653
435,2020-9-6-1-9-14-58472,3,-3560,-15444,-2036,-4016,-7929,-239
436,2020-9-6-1-9-14-58779,1,-4824,-9356,-8328,-3472,-1811,3669
437,2020-9-6-1-9-14-58804,2,-1032,-18184,-1612,-3440,1076,251
438,2020-9-6-1-9-14-58880,4,3332,-9720,8740,-4064,250,-341
439,2020-9-6-1-9-14-58975,3,4708,-14600,1796,-4032,-1268,8064
440,2020-9-6-1-9-14-59284,1,-5452,-28996,-26236,-3472,-32768,-8438
441,2020-9-6-1-9-14-59303,2,-2136,-16432,-1508,-3408,-1120,-1256
442,2020-9-6-1-9-15-59383,4,-912,-30012,11604,-4032,32767,-16834
443,2020-9-6-1-9-15-59477,3,124,-15940,-4692,-4032,-509,-1317
444,2020-9-6-1-9-15-59783,1,-5328,-3916,-20296,-3488,10301,-605
445,2020-9-6-1-9-15-59804,2,-2208,-16636,-452,-3440,2537,2990
446,2020-9-6-1-9-15-59887,4,4356,-3704,13220,-4016,-9058,12213
447,2020-9-6-1-9-15-59979,3,19188,-7508,-26704,-4032,-8988,-1403
448,2020-9-6-1-9-15-60286,1,-7432,-12608,-14136,-3488,7803,3154
449,2020-9-6-1-9-15-60305,2,2952,-16228,-256,-3424,-4507,4811
450,2020-9-6-1-9-16-60385,4,4792,-8408,12484,-4032,-723,1048
451,2020-9-6-1-9-16-60481,3,-48,-17204,-2484,-4032,5202,-2242
452,2020-9-6-1-9-16-60788,1,-7164,-12072,-5788,-3456,10863,-2094
453,2020-9-6-1-9-16-60808,2,320,-16432,1824,-3424,-428,2048
454,2020-9-6-1-9-16-60890,4,-964,-17556,10840,-4000,-21997,2052
455,2020-9-6-1-9-16-60984,3,-6872,-13432,12484,-4000,2147,-17645
456,2020-9-6-1-9-16-61291,1,4212,-24888,-9324,-3456,-18249,-8685
457,2020-9-6-1-9-16-61312,2,3956,-15700,-4612,-3440,-4586,-10799
458,2020-9-6-1-9-17-61389,4,-10528,-32768,-8244,-4016,32767,-18840
459,2020-9-6-1-9-17-61484,3,-4900,-16028,1968,-4016,781,-310
460,2020-9-6-1-9-17-61792,1,-5904,-15792,-11900,-3488,-3096,-1477
461,2020-9-6-1-9-17-61812,2,-2460,-16680,240,-3408,-1470,11242
462,2020-9-6-1-9-17-61896,4,-1236,-14864,7148,-4016,1714,-507
463,2020-9-6-1-9-17-61989,3,-2372,-15696,-1752,-4016,-4812,-282
464,2020-9-6-1-9-17-62292,1,-4312,-11276,-9876,-3472,824,2150
465,2020-9-6-1-9-18-62314,2,-2228,-16088,-1112,-3440,-513,-534
466,2020-9-6-1-9-18-62394,4,2520,-11244,11096,-4064,-2762,-611
467,2020-9-6-1-9-18-62489,3,-1088,-14508,656,-4032,-2162,-7355
468,2020-9-6-1-9-18-62796,1,3232,-29928,-21368,-3456,-32768,-15613
469,2020-9-6-1-9-18-62817,2,-776,-16216,-2524,-3440,-274,-441
470,2020-9-6-1-9-18-62897,4,-3456,-32768,23592,-4032,32767,-32768
471,2020-9-6-1-9-18-62990,3,568,-16792,-2872,-3984,-740,-508
472,2020-9-6-1-9-18-63297,1,-12080,-3504,-13112,-3488,22335,-7236
473,2020-9-6-1-9-19-63320,2,1196,-18016,-1960,-3424,2445,1757
474,2020-9-6-1-9-19-63400,4,4428,-10852,15400,-4064,-17371,16740
475,2020-9-6-1-9-19-63493,3,-112,-16164,-1608,-4016,-1850,-872
476,2020-9-6-1-9-19-63798,1,-6100,-10040,-9892,-3472,10349,2847
477,2020-9-6-1-9-19-63820,2,1836,-19236,-4620,-3408,8088,-366
478,2020-9-6-1-9-19-63900,4,-1624,-12892,13060,-4000,-9467,10145
479,2020-9-6-1-9-19-63995,3,1964,-16924,-6992,-4032,7489,16726
480,2020-9-6-1-9-19-64301,1,-8852,-11524,-6364,-3456,6341,-3687
481,2020-9-6-1-9-20-64323,2,-772,-17356,-1432,-3424,-4787,172
482,2020-9-6-1-9-20-64401,4,-388,-18120,2632,-4032,-16128,6357
483,2020-9-6-1-9-20-64497,3,-928,-15936,-1548,-4032,2295,-3845
484,2020-9-6-1-9-20-64803,1,-10204,-7772,-2860,-3488,-1265,-659
485,2020-9-6-1-9-20-64824,2,1380,-16484,-2220,-3440,3220,-952
486,2020-9-6-1-9-20-64904,4,-1840,-18512,-7016,-4016,-6987,274
487,2020-9-6-1-9-20-64999,3,-3756,-15060,1104,-4016,3057,666
488,2020-9-6-1-9-20-65306,1,-29396,-18300,-532,-3488,-11787,7676
489,2020-9-6-1-9-21-65329,2,3428,-17840,-1480,-3424,-2044,1811
490,2020-9-6-1-9-21-65427,4,76,-25084,-1016,-4064,1468,-1118
491,2020-9-6-1-9-21-65500,3,-5116,-15372,1216,-4064,-4095,-3471
492,2020-9-6-1-9-21-65810,1,-4304,-10960,-9952,-3472,-1772,399
493,2020-9-6-1-9-21-65829,2,3784,-15728,-2228,-3456,3296,-5763
494,2020-9-6-1-9-21-65906,4,2568,-11536,8872,-4048,3998,907
495,2020-9-6-1-9-21-66002,3,-1116,-16540,-3612,-4016,-2281,688
496,2020-9-6-1-9-21-66310,1,-3312,-9900,-13812,-3488,2169,553
497,2020-9-6-1-9-22-66329,2,-1224,-16332,-164,-3440,540,1564
498,2020-9-6-1-9-22-66412,4,1860,-10608,12476,-4048,-5983,2457
499,2020-9-6-1-9-22-66503,3,-748,-17176,1848,-4032,-4509,-282
500,2020-9-6-1-9-22-66813,1,-7620,-31656,-16804,-3456,-32768,-14975
501,2020-9-6-1-9-22-66833,2,5728,-16876,-3084,-3424,-10481,3039
502,2020-9-6-1-9-22-66910,4,372,-27204,8872,-4048,32767,-17812
503,2020-9-6-1-9-22-67008,3,800,-15984,-4444,-4032,-2610,-1691
504,2020-9-6-1-9-23-67315,1,-5064,-4500,-20536,-3504,15114,-3878
505,2020-9-6-1-9-23-67335,2,-1752,-18316,-2464,-3424,4123,-1263
506,2020-9-6-1-9-23-67413,4,7776,-2600,13976,-4048,-10769,4768
507,2020-9-6-1-9-23-67508,3,5696,-15360,-2536,-4032,9259,3250
508,2020-9-6-1-9-23-67816,1,-13068,-8144,-10628,-3488,7197,926
509,2020-9-6-1-9-23-67835,2,7532,-17400,10340,-3424,4838,-2226
510,2020-9-6-1-9-23-67914,4,5380,-10180,9692,-4016,-3155,995
511,2020-9-6-1-9-23-68011,3,0,-15912,-2836,-4048,-2643,-498
512,2020-9-6-1-9-24-68317,1,-8524,-7696,-9060,-3488,7377,-270
513,2020-9-6-1-9-24-68338,2,-940,-16144,-1100,-3424,2642,-1443
514,2020-9-6-1-9-24-68419,4,-1116,-21120,9332,-4048,-19896,251
515,2020-9-6-1-9-24-68514,3,3964,-14448,-6284,-4000,-3723,-4903
516,2020-9-6-1-9-24-68819,1,12944,-19608,-12584,-3488,-9438,1224
517,2020-9-6-1-9-24-68839,2,2452,-17448,-1072,-3408,-1639,-2666
518,2020-9-6-1-9-24-68920,4,-6180,-32768,7784,-4048,29843,-32768
519,2020-9-6-1-9-24-69014,3,-2872,-16608,924,-4000,2635,95
520,2020-9-6-1-9-25-69321,1,-5608,-17576,-11836,-3520,-3919,3989
521,2020-9-6-1-9-25-69341,2,928,-16840,-640,-3472,-1312,6120
522,2020-9-6-1-9-25-69421,4,-1896,-17824,5680,-4048,4989,-607
523,2020-9-6-1-9-25-69515,3,-3356,-15780,1208,-4032,-5969,107
524,2020-9-6-1-9-25-69822,1,-3736,-9096,-10668,-3456,-2325,-328
525,2020-9-6-1-9-25-69843,2,2816,-14700,-32768,-3440,-7135,-4148
526,2020-9-6-1-9-25-69924,4,1044,-10588,8220,-4064,3426,4303
527,2020-9-6-1-9-25-70017,3,-1976,-14232,1100,-4016,5925,2698
528,2020-9-6-1-9-26-70323,1,-4756,-9472,-13776,-3520,3653,3572
529,2020-9-6-1-9-26-70345,2,-1592,-16568,-780,-3440,-1850,-1052
530,2020-9-6-1-9-26-70424,4,3300,-9924,14900,-4064,-3189,3731
531,2020-9-6-1-9-26-70520,3,2988,-14720,-3832,-4032,-1233,-5523
532,2020-9-6-1-9-26-70826,1,-20680,6160,19348,-3504,-12685,22334
533,2020-9-6-1-9-26-70848,2,236,-16132,-2980,-3440,-1526,-2152
534,2020-9-6-1-9-26-70926,4,7844,-9200,10496,-4064,-8309,14340
535,2020-9-6-1-9-26-71022,3,156,-16916,-3948,-4032,-1900,-3697
536,2020-9-6-1-9-27-71327,1,-3468,-4240,-17524,-3504,17532,-529
537,2020-9-6-1-9-27-71351,2,-1324,-16660,48,-3424,904,833
538,2020-9-6-1-9-27-71429,4,3112,-7488,17644,-4064,-10688,11434
539,2020-9-6-1-9-27-71524,3,13032,-6856,-32768,-4064,-16525,-5484
540,2020-9-6-1-9-27-71831,1,-7516,-9912,-10360,-3520,3233,1583
541,2020-9-6-1-9-27-71851,2,1952,-17284,-312,-3456,-3211,14927
542,2020-9-6-1-9-27-71932,4,4740,-12168,10624,-4064,653,2176
543,2020-9-6-1-9-27-72028,3,-196,-17648,-1544,-4000,5028,-926
544,2020-9-6-1-9-28-72344,1,-12796,-13832,-4632,-3520,13982,-1814
545,2020-9-6-1-9-28-72355,2,-936,-16532,148,-3424,-1598,287
546,2020-9-6-1-9-28-72434,4,-596,-18644,7316,-4048,-21200,6853
547,2020-9-6-1-9-28-72527,3,15512,-20196,-32768,-4032,5807,8693
548,2020-9-6-1-9-28-72833,1,-30080,-32768,17980,-3520,-31888,12113
549,2020-9-6-1-9-28-72855,2,3416,-14304,-608,-3424,-861,-2119
550,2020-9-6-1-9-28-72936,4,-7176,-18028,-10004,-4096,5808,5839
551,2020-9-6-1-9-28-73032,3,-3636,-14888,2496,-4000,-338,-878
552,2020-9-6-1-9-29-73336,1,-7228,-11600,-8044,-3472,-2104,4696
553,2020-9-6-1-9-29-73358,2,2168,-15480,3204,-3424,-2899,-10925
554,2020-9-6-1-9-29-73435,4,1628,-12884,6488,-4096,4240,-33
555,2020-9-6-1-9-29-73531,3,-920,-16540,-1160,-4032,-1883,-552
556,2020-9-6-1-9-29-73841,1,-4392,-7476,-13204,-3536,-1126,-272
557,2020-9-6-1-9-29-73859,2,-1732,-16884,-840,-3424,2097,-82
558,2020-9-6-1-9-29-73938,4,4624,-9756,14256,-4080,-1131,1601
559,2020-9-6-1-9-29-74035,3,-4764,-15300,-4404,-4016,-12593,-16163
560,2020-9-6-1-9-30-74340,1,-19364,-12260,8132,-3472,-32768,16733
561,2020-9-6-1-9-30-74363,2,-2248,-16268,-1788,-3424,-1058,-3477
562,2020-9-6-1-9-30-74441,4,4736,-11572,-5316,-4080,19428,-8447
563,2020-9-6-1-9-30-74536,3,724,-16336,-4920,-4048,-1738,-2559
564,2020-9-6-1-9-30-74842,1,-5180,-3876,-13436,-3504,15220,6730
565,2020-9-6-1-9-30-74864,2,-2016,-16504,-352,-3424,1861,2064
566,2020-9-6-1-9-30-74942,4,4368,-6720,19256,-4080,-14362,17763
567,2020-9-6-1-9-30-75039,3,-5192,-15488,2184,-4016,-9850,20213
568,2020-9-6-1-9-31-75344,1,-8872,-8956,-10936,-3456,3510,-1598
569,2020-9-6-1-9-31-75366,2,-3220,-15956,-7784,-3408,867,-4954
570,2020-9-6-1-9-31-75444,4,3660,-12016,9788,-4080,2233,-4247
571,2020-9-6-1-9-31-75539,3,2104,-17732,-2160,-4032,6510,-2077
572,2020-9-6-1-9-31-75851,1,-13192,-12708,-5176,-3488,13522,-5282
573,2020-9-6-1-9-31-75867,2,-344,-17680,-420,-3440,-1425,624
574,2020-9-6-1-9-31-75946,4,2484,-8456,8156,-4080,-19033,6498
575,2020-9-6-1-9-31-76042,3,-4052,-14392,-6972,-4016,9674,-1485
576,2020-9-6-1-9-32-76350,1,-15068,-18108,9832,-3488,-7697,4538
577,2020-9-6-1-9-32-76369,2,2328,-17820,-2456,-3424,-3065,1418
578,2020-9-6-1-9-32-76449,4,-744,-24060,14784,-4096,-10256,1538
579,2020-9-6-1-9-32-76544,3,-5252,-15772,1288,-4032,-3958,-3217
580,2020-9-6-1-9-32-76851,1,-5752,-9008,-6484,-3504,-3268,8813
581,2020-9-6-1-9-32-76871,2,8136,-17084,760,-3424,5652,-10623
582,2020-9-6-1-9-32-76950,4,588,-13616,8200,-4064,8016,2410
583,2020-9-6-1-9-32-77046,3,6576,-22432,-3748,-4032,4654,1797
584,2020-9-6-1-9-33-77351,1,-4944,-11232,-12928,-3504,3322,-2138
585,2020-9-6-1-9-33-77375,2,-832,-16724,-732,-3472,-707,-327
586,2020-9-6-1-9-33-77453,4,3108,-2304,20200,-4064,-9041,11478
587,2020-9-6-1-9-33-77549,3,3052,-16956,-4944,-4016,-2303,-5406
588,2020-9-6-1-9-33-77852,1,-8976,1032,-6680,-3504,7265,-4056
589,2020-9-6-1-9-33-77875,2,-1012,-15852,-1620,-3440,-5101,-2632
590,2020-9-6-1-9-33-77953,4,3480,-10604,15232,-4064,-8024,5763
591,2020-9-6-1-9-33-78049,3,-1648,-16004,-1740,-4048,1475,3520
592,2020-9-6-1-9-34-78356,1,-7676,-6660,-7536,-3472,8574,10132
593,2020-9-6-1-9-34-78384,2,3724,-19932,-928,-3408,7680,1954
594,2020-9-6-1-9-34-78458,4,-1548,-16180,11016,-4064,-10542,11248
595,2020-9-6-1-9-34-78551,3,-6408,-9416,-4232,-4032,-8858,-733
596,2020-9-6-1-9-34-78858,1,-12292,-8516,-7296,-3504,6340,-7000
597,2020-9-6-1-9-34-78878,2,3592,-15900,-3028,-3440,43,-4715
598,2020-9-6-1-9-34-78958,4,812,6840,16536,-4112,4667,-3609
599,2020-9-6-1-9-34-79053,3,-5064,-14372,52,-4016,9461,4707
600,2020-9-6-1-9-35-79359,1,-10724,-17276,-3056,-3504,-2723,3381
601,2020-9-6-1-9-35-79381,2,1064,-17148,-4092,-3440,-2276,1094
602,2020-9-6-1-9-35-79460,4,580,-14736,13072,-4112,-1823,3903
603,2020-9-6-1-9-35-79557,3,-4964,-15104,1888,-4048,-3960,-1274
604,2020-9-6-1-9-35-79862,1,-7464,-8276,-7036,-3520,-7107,-214
605,2020-9-6-1-9-35-79883,2,732,-15680,-2260,-3424,908,-8762
606,2020-9-6-1-9-35-79961,4,1604,-10652,10272,-4064,4447,-1068
607,2020-9-6-1-9-35-80058,3,-1260,-16484,-1576,-4000,1146,-3073
608,2020-9-6-1-9-36-80364,1,-9480,-8472,-11996,-3472,2441,-2461
609,2020-9-6-1-9-36-80385,2,-72,-16456,-528,-3456,985,1022
610,2020-9-6-1-9-36-80464,4,4164,-14632,12936,-4064,-14868,-2870
611,2020-9-6-1-9-36-80561,3,-1216,-18284,-11188,-4032,4089,4389
612,2020-9-6-1-9-36-80869,1,-32136,-13524,14924,-3504,-32768,26188
613,2020-9-6-1-9-36-80886,2,2260,-18252,-4824,-3456,-6648,13426
614,2020-9-6-1-9-36-80966,4,-1920,-10688,-6648,-4048,12912,4226
615,2020-9-6-1-9-36-81061,3,-448,-16376,-5164,-4016,-626,2936
616,2020-9-6-1-9-37-81366,1,-9928,-4520,-17672,-3488,17346,4239
617,2020-9-6-1-9-37-81389,2,3040,-23836,-3220,-3440,3662,-1848
618,2020-9-6-1-9-37-81494,4,-4604,-14680,22620,-4080,-26556,10504
619,2020-9-6-1-9-37-81565,3,1864,-12892,-7396,-4032,-10499,7944
620,2020-9-6-1-9-37-81870,1,-8536,-9604,-9824,-3520,15673,-533
621,2020-9-6-1-9-37-81892,2,1552,-17600,-960,-3440,-734,2421
622,2020-9-6-1-9-37-81969,4,4548,-1252,5592,-4096,-6960,-4063
623,2020-9-6-1-9-37-82065,3,268,-15972,2464,-4032,8215,-2465
624,2020-9-6-1-9-38-82371,1,-16196,-22992,-4560,-3520,-7973,4615
625,2020-9-6-1-9-38-82394,2,760,-16968,1700,-3456,-3287,-5000
626,2020-9-6-1-9-38-82472,4,520,-21736,10140,-4096,-3536,-2120
627,2020-9-6-1-9-38-82570,3,-4148,-15384,2060,-4016,-2731,332
628,2020-9-6-1-9-38-82872,1,-5392,-7968,-5400,-3488,-1276,1985
629,2020-9-6-1-9-38-82894,2,4528,-14164,1640,-3472,3,-21584
630,2020-9-6-1-9-38-82972,4,352,-10520,6560,-4112,3090,-3109
631,2020-9-6-1-9-38-83069,3,-660,-18080,-736,-4016,9431,770
632,2020-9-6-1-9-39-83375,1,-2404,-10380,-14800,-3552,-572,-3733
633,2020-9-6-1-9-39-83395,2,-1172,-16820,-1400,-3440,-2098,269
634,2020-9-6-1-9-39-83475,4,2316,-3312,18128,-4096,344,-5814
635,2020-9-6-1-9-39-83573,3,2752,-16952,-5172,-4032,1434,8308
636,2020-9-6-1-9-39-83876,1,-15444,3704,1068,-3520,8424,13871
637,2020-9-6-1-9-39-83897,2,1316,-16048,-3924,-3456,-4070,-7046
638,2020-9-6-1-9-39-83977,4,6604,-8628,14108,-4096,-15312,6119
639,2020-9-6-1-9-39-84072,3,-1456,-16460,-3092,-4048,2432,3026
640,2020-9-6-1-9-40-84379,1,-3320,-12500,-11432,-3520,4895,7332
641,2020-9-6-1-9-40-84400,2,-2332,-20564,3476,-3408,7760,6626
642,2020-9-6-1-9-40-84481,4,2660,-9808,17152,-4080,-8384,7918
643,2020-9-6-1-9-40-84575,3,-5308,-14532,12728,-4032,2650,20760
644,2020-9-6-1-9-40-84882,1,-9236,-12732,-10480,-3520,8516,-15869
645,2020-9-6-1-9-40-84902,2,552,-17352,804,-3440,-112,1858
646,2020-9-6-1-9-40-84981,4,3200,-8692,6716,-4080,-20237,-2591
647,2020-9-6-1-9-40-85078,3,608,-16944,-5136,-4016,6856,-3495
648,2020-9-6-1-9-41-85383,1,-26184,-23744,-3004,-3520,-8723,20108
649,2020-9-6-1-9-41-85405,2,460,-19188,1144,-3440,-1595,-1086
650,2020-9-6-1-9-41-85483,4,-3400,-18984,-352,-4080,-142,6593
651,2020-9-6-1-9-41-85580,3,-4336,-15164,2740,-4032,-1090,73
652,2020-9-6-1-9-41-85886,1,-4616,-10360,-10260,-3520,-1607,4771
653,2020-9-6-1-9-41-85907,2,3912,-14596,2448,-3440,-1337,-28025
654,2020-9-6-1-9-41-85989,4,1840,-10012,8212,-4112,6362,1415
655,2020-9-6-1-9-41-86081,3,-1880,-16344,-3116,-4000,-3280,-389
656,2020-9-6-1-9-42-86387,1,-3444,-6092,-15832,-3520,983,-8496
657,2020-9-6-1-9-42-86408,2,-1320,-16436,400,-3472,3142,1781
658,2020-9-6-1-9-42-86490,4,3064,-11344,13384,-4112,-6555,-2786
659,2020-9-6-1-9-42-86582,3,-5452,-15228,2588,-4000,2451,2293
660,2020-9-6-1-9-42-86888,1,-15032,-26048,-12124,-3536,-32768,1338
661,2020-9-6-1-9-42-86912,2,992,-16536,588,-3408,2868,7278
662,2020-9-6-1-9-42-86989,4,1252,-32768,3824,-4128,32767,-13967
663,2020-9-6-1-9-42-87085,3,-1368,-16020,-1452,-4016,-1169,-362
664,2020-9-6-1-9-43-87390,1,-13052,-10176,-11100,-3536,22724,-739
665,2020-9-6-1-9-43-87412,2,4292,-17504,-5372,-3440,56,-5350
666,2020-9-6-1-9-43-87491,4,3592,-12572,13448,-4112,-16297,16005
667,2020-9-6-1-9-43-87590,3,-608,-16560,-1960,-4000,-673,2402
668,2020-9-6-1-9-43-87893,1,-15136,-16780,-10040,-3504,18344,-3714
